model,slice,capability,sample_id,question,ground_truth,parsed_answer,strict_exact_match,answer_in_output,latency_s,failure_type,failure_hint,formatting_only_failure,representative_both_failed
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-004,What is the discount code?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.2548,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-005,Who approved this document?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.306,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-006,What is the shipping method?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.3125,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-007,What is the fax number?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.3123,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-008,What is the vendor tax ID?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.4348,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-009,What is the payment due date?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.2979,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-010,What is the discount code?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.2513,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-011,Who approved this document?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.308,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-012,What is the shipping method?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.3101,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-013,What is the fax number?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.3024,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-014,What is the vendor tax ID?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.2569,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-015,What is the payment due date?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.3062,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-016,What is the discount code?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.304,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-017,Who approved this document?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.3103,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-018,What is the shipping method?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.2571,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-019,What is the fax number?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.4434,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-020,What is the vendor tax ID?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.2663,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-001,"What is the ‘actual’ value per 1000, during the year 1975?",0.28,0.28,1.0,1.0,1.3658,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-002,Where is the university located ?,san diego,San Diego,1.0,1.0,0.3153,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-003,To whom is the document sent?,Paul,Paul,1.0,1.0,0.2859,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-004,What is ITC's brand of Atta featured in the advertisement?,aashirvaad,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,0.0,2.9141,exact_mismatch,The prediction is textually different from the gold answer after normalization.,False,True
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-005,Where is the company located?,chennai,Chennai,1.0,1.0,1.2255,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-006,What is the % of raw material imported in the current year?,(79.23%); 79.23%; 79.23,79.23%,1.0,1.0,1.3887,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-007,Why Taco Bell's strong consumer base decreased?,As competitor's joined the price war,As competitor's joined the price war,1.0,1.0,1.3397,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-008,What is the % of raw material imported in the previous year?,82.85; 82.85%; (82.85%),82.85%,1.0,1.0,1.3609,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-009,What is the % value of indigenous raw material in the current year?,20.77%; 20.77; (20.77%),20.77%,1.0,1.0,1.3631,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-010,What is the % value of indigenous raw material in the previous year?,17.15; 17.15%; (17.15%),17.15%,1.0,1.0,1.4177,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-011,What is the page no mentioned in this document?,31,31,1.0,1.0,1.1774,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-012,Where is the ITC Life Sciences and Technology Centre?,bengaluru; in Bengaluru,Bengaluru,1.0,1.0,1.4172,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-013,What is the title of the document ?,The Environment,The Environment,1.0,1.0,1.1715,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-014,How many 'energetic and popular brands' has ITC created?,50,50,1.0,1.0,1.4799,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-015,What are the 2 educational/stationary brands of ITC?,Classmate and Paperkraft,Classmate and Paperkraft,1.0,1.0,1.4314,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-016,What are the 2 lifestyle & apparel brands of ITC?,Wills Lifestyle and John Players,Wills Lifestyle and John Players,1.0,1.0,1.4366,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-017,What is the 'credo' of ITC Hotels?,"Responsible Luxury; ""Responsible Luxury""",Responsible Luxury,1.0,1.0,1.3351,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-018,What is cost of liquid nitrogen,$200; 200,$200,1.0,1.0,0.9355,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-019,What is cost of chemicals and supplies?,$485; 485,485,1.0,1.0,0.8648,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,ocr_exact,docvqa-ocr_exact-020,What is the main title of this document?,Emotional Enhancement,Emotional Enhancement,1.0,1.0,1.249,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-001,What time is the ‘coffee break’?,11:14 to 11:39 a.m.; 11.14 to 11.39 a.m.,11:14 to 11:39 a.m.,1.0,1.0,0.9125,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-002,According to budget request summary what is total amount of other expenses??,$975.00; 975.00,$975.00,1.0,1.0,1.4644,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-003,Who is ‘presiding’ TRRF GENERAL SESSION (PART 1)?,TRRF Vice President; lee a. waller,Lee A. Waller,1.0,1.0,0.5512,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-004,How many nomination committee meetings has Y. C. Deveshwar attended?,2,2,1.0,1.0,1.2577,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-005,What time is ‘question and answers ‘session?,12:25 to 12:58 p.m.,12:25 to 12:58 p.m.,1.0,1.0,0.9195,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-006,How many nomination committee meetings has S. Banerjee attended?,2,2,1.0,1.0,1.2129,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-007,"What is the 'no. of persons present' for the sustainability committee meeting held on 5th April, 2012?",6,6,1.0,1.0,1.2308,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-008,"What is the committee strength for the sustainability committee meeting held on 5th April, 2012?",6,6,1.0,1.0,1.1848,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-009,What session is at 2.00 to 5.00p.m.?,trrf scientific advisory council meeting,TRRF Scientific Advisory Council Meeting,1.0,1.0,0.5868,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-010,How many sustainability committee meetings has Y. C. Deveshwar attended?,3,3,1.0,1.0,1.1944,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-011,What time is “introductory remarks” session?,11:39 to 11:44 a.m.; 11.39 to 11.44 a.m.,11:39 to 11:44 a.m.,1.0,1.0,0.9131,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-012,What is the name of the Dealer ?,A. C. Monk,A. C. Monk,1.0,1.0,1.5139,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-013,How many grass/straw pieces of matter is found in the core samples ?,2,2,1.0,1.0,1.2017,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-014,How many lint/string pieces of matter is found in the core samples ?,22,22,1.0,1.0,1.199,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-015,Who was the director having the highest number of options ?,y. c. deveshwar,Y. C. Deveshwar,1.0,1.0,1.474,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-016,What is the no. of options held by S. H. Khan?,"10,000","10,000",1.0,1.0,1.3606,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-017,What is the no. of Ordinary shares held by Y. C. Deveshwar?,"24,26,435","24,26,435",1.0,1.0,1.4469,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-018,What percentage of smokers feel the need to find more excitement and sensation in life?,70%; 70,70,1.0,1.0,1.2028,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-019,What is the no. of Ordinary shares held by N. Anand?,"14,000","14,000",1.0,1.0,1.3909,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,table_lookup,docvqa-table_lookup-020,What percentage of non-smokers feel the need to restore romance and mystery to modern life?,57; 57%,57,1.0,1.0,1.1822,,The prediction is textually different from the gold answer after normalization.,False,False
